"Headline","Positive","Negative","Neutral"
"Agilent (A) Earnings and Revenues Beat Estimates in Q3","0.934837818145752","0.04040803015232086","0.024754097685217857"
"Parnassus Endeavor Fund Buys 4 Stocks in 'rd Quarter","0.6301783919334412","0.0173494853079319","0.35247212648391724"
"Calamos Wealth Management Llc Buys Amazon. ...","0.08147580921649933","0.01827138662338257","0.9002528190612793"
"Stocks Showing Rising Market Leadership: Agilent Technologies Earns 82 RS Rating","0.9507005214691162","0.016440289095044136","0.03285915032029152"
"Agilent (A) Gears Up for Q1 Earnings: What's in the Cards?","0.06863561272621155","0.01876336894929409","0.9126009941101074"
"Oakmark Equity And Income Fund: Third Quarter 2019","0.028990784659981728","0.023775573819875717","0.9472336173057556"
"Pegasystems (PEGA) to Report Q1 Earnings: What's in Store?","0.03951842710375786","0.039274655282497406","0.9212069511413574"
"Bill Ackman's Pershing Square Packs Into Agilent","0.15022322535514832","0.01470417995005846","0.8350725769996643"
"Dividend Challenger Highlights: Week Of November 24","0.030072446912527084","0.04634295031428337","0.9235846400260925"
"3 Things to Know About Q4 Earnings Season","0.034673068672418594","0.0327010340988636","0.9326258897781372"
"Live Nation Entertainment, Zebra Technologies, STERIS Set to Join S&P 5……; Others to ...","0.07754722237586975","0.009302699938416481","0.9131500124931335"
"Findlay Park Partners LLP Buys Agilent Technologies Inc, Fiserv Inc, Analog Devices Inc, Sells ...","0.09560690075159073","0.012358748354017735","0.8920343518257141"
"Parnassus Fund Buys KLA Corp, Agilent Technologies Inc, Square Inc, Sells Alliance Data Systems ...","0.1211865022778511","0.012464356608688831","0.8663492202758789"
"Cypress Asset Management Inc Buys Verizon Communications Inc, United Parcel Service Inc, ...","0.09577847272157669","0.015466119162738323","0.8887554407119751"
"Twin Capital Management Inc Buys Agilent Technologies Inc, Fortinet Inc, Cboe Global Markets ...","0.09757626801729202","0.013540160842239857","0.8888835906982422"
"Agilent declares $0.164 dividend","0.028638610616326332","0.054831430315971375","0.9165299534797668"
"Stocks To Watch: Walmart And Alibaba Step To The Plate","0.15733931958675385","0.014464597217738628","0.828196108341217"
"Stocks To Watch: Eyes On Cyber Monday, Argentina And Mars","0.037797849625349045","0.02495618723332882","0.9372459650039673"
"Stocks Flashing Renewed Technical Strength: Agilent Technologies","0.9432750344276428","0.013309275731444359","0.04341574385762215"
"Retailers, Dubai Airshow And Cybertrucks (Stocks To Watch Podcast)","0.03746037185192108","0.03126111626625061","0.9312785267829895"
"Agilent Technologies (A) CEO Mike McMullen on Q4 2018 Results - Earnings Call Transcript","0.028189517557621002","0.057224906980991364","0.914585530757904"
"What To Expect From Agilent's Earnings","0.039597418159246445","0.02070959284901619","0.9396929740905762"
"Agilent (A) Surpasses Earnings and Revenue Estimates in Q4","0.9553616046905518","0.01832389645278454","0.02631445787847042"
"Lgt Capital Partners Ltd. Buys Microsoft Corp, Stryker Corp, The Estee Lauder Inc, Sells ...","0.06438406556844711","0.016477029770612717","0.9191389679908752"
"Stifel likes Illumina in premarket analyst action","0.10500651597976685","0.015381005592644215","0.8796124458312988"
"Agilent (A) Upgraded to Buy: Here's Why","0.12193101644515991","0.013194688595831394","0.8648743033409119"
"How to Time the Markets Like an Investing Pro - February 20, 2020","0.045737702399492264","0.020762115716934204","0.9335001707077026"
"TD Asset Management Inc Buys TC Energy Corp, iShares iBoxx $ High Yield Corporate Bond ETF, ...","0.30435749888420105","0.013795140199363232","0.6818474531173706"
"Mettler-Toledo (MTD) Earnings & Revenues Top Estimates in Q1","0.13912221789360046","0.11083299666643143","0.7500447630882263"
"Private Bank & Trust Co Buys Agilent Technologies Inc, Alibaba Group Holding, Icon PLC, ...","0.09830831736326218","0.0122307064011693","0.8894609808921814"
"Will Agilent (A) Beat Estimates Again in Its Next Earnings Report?","0.68013596534729","0.02215620130300522","0.29770782589912415"
"Agilent on watch after positive EU drug development","0.7591437697410583","0.04958457872271538","0.1912716031074524"
"Alibaba (BABA) Gears Up for Q4 Earnings: What's in Store?","0.13632319867610931","0.024741455912590027","0.838935375213623"
"Stocks To Watch: Spotlight On Alibaba, Best Buy And DuPont","0.07127650082111359","0.015654979273676872","0.9130685329437256"
"Nomura Holdings Inc Buys Aramark, AT&T Inc, Emerson Electric Co, Sells Amazon. ...","0.07733634859323502","0.013086793012917042","0.9095768332481384"
"Booking Holdings (BKNG) Q4 Earnings & Revenues Beat Estimates","0.7375475168228149","0.18496173620224","0.07749080657958984"
"Agilent Technologies (A) is a Great Momentum Stock: Should You Buy?","0.08077151328325272","0.012110915035009384","0.9071176052093506"
"S.E.E.D. Planning Group LLC Buys VanEck Vectors Morningstar Wide Moat, PepsiCo Inc, Ecolab Inc, ...","0.05401572212576866","0.012294556945562363","0.9336897134780884"
"Factors to Consider Ahead of eGain's (EGAN) Q3 Earnings","0.05632317066192627","0.014588109217584133","0.9290887117385864"
"Spotlight On Alibaba, Best Buy And DuPont (Stocks To Watch Podcast)","0.046640146523714066","0.0246900487691164","0.9286697506904602"
"Agilent down 8% after hours on FQ2 miss, revenue guidance cut","0.00837642140686512","0.969427227973938","0.02219633013010025"
"Illumina's Growth Shows No Signs of Slowing Down","0.9248179197311401","0.019809385761618614","0.05537274479866028"
"Agilent Technologies (A) Earnings Expected to Grow: What to Know Ahead of Next Week's Release","0.0536886528134346","0.01827712170779705","0.9280341863632202"
"Agilent: 2 Decades Of Portfolio Moves Left Investors With A Good Business","0.880490779876709","0.012440408580005169","0.10706885904073715"
"Catalyst Capital Advisors LLC Buys Aflac Inc, Agilent Technologies Inc, Cree Inc, Sells Amgen ...","0.06009874865412712","0.01734468899667263","0.9225566387176514"
"Earnings related companies tops after hour movers","0.10353665053844452","0.31990280747413635","0.5765605568885803"
"Epoch Investment Partners, Inc. Buys KKR Inc, Coca-Cola Co, Huntington Ingalls Industries Inc, ...","0.07237216830253601","0.019024750217795372","0.9086030721664429"
"Simple Market Timing Strategies That Work - September 17, 2019","0.030151814222335815","0.02707226760685444","0.9427759051322937"
"Market-Beating Sector ETFs Year to Date","0.6373176574707031","0.02068627066910267","0.34199607372283936"
"' Stocks Growing Their Earnings Fast","0.8816670775413513","0.06746269017457962","0.05087026581168175"
"Agilent beats by $0.07, beats on revenue","0.8542342185974121","0.024909432977437973","0.12085641920566559"
"What's in Store for The Meet Group (MEET) in Q1 Earnings?","0.049057718366384506","0.03144833818078041","0.9194939732551575"
"What's in Store for Booking Holdings' (BKNG) Q1 Earnings?","0.04312058538198471","0.0414164736866951","0.9154629707336426"
"Agilent (A) Earnings and Revenues Surpass Estimates in Q4","0.9400911331176758","0.025081073865294456","0.034827858209609985"
"Thermo Fisher: Stellar Results Year After Year","0.89362633228302","0.023335734382271767","0.08303792029619217"
"Clearfield Capital Management Lp Buys Insperity Inc, Square Inc, Agilent Technologies Inc, ...","0.0665549486875534","0.014422936365008354","0.9190221428871155"
"Agilent (A) Hikes Quarterly Dividend, Rewards Shareholders","0.7984472513198853","0.16480451822280884","0.03674831986427307"
"Itron (ITRI) Earnings and Revenues Surpass Estimates in Q1","0.9344608187675476","0.025616582483053207","0.0399225652217865"
"Agilent Prices Public Offering of $500M Senior Notes Due 2029","0.09006962925195694","0.011660812422633171","0.8982695937156677"
"Investor Expectations to Drive Momentum within Entercom Communications, PPL, Clean Energy ...","0.9190982580184937","0.009068445302546024","0.0718332827091217"
"Agilent (A) Gears Up for Q3 Earnings: What's in the Cards?","0.0668998435139656","0.019238149747252464","0.9138619899749756"
"Stonehage Fleming Financial Services Holdings Ltd Buys Autoliv Inc, Walmart Inc, Uber ...","0.08663050830364227","0.015706801787018776","0.8976627588272095"
"Agilent Technologies Meets 80-Plus Relative Strength Rating Benchmark","0.8868225812911987","0.00920399371534586","0.10397344827651978"
"Will Lower Revenues Affect CommScope (COMM) Q1 Earnings?","0.024347014725208282","0.8609889149665833","0.11466401815414429"
"Agilent Technologies Announces Pricing of $5…… Million of Senior Notes","0.1108136996626854","0.01281408965587616","0.8763721585273743"
"Hedge Funds Have Never Been This Bullish On Xilinx, Inc.","0.24900497496128082","0.21075543761253357","0.5402396321296692"
"Tracking Dan Loeb's Third Point Portfolio - Q3 2018 Update","0.028416452929377556","0.027417616918683052","0.9441658854484558"
"Stock Futures Plunge as Recession Fears Intensify","0.011954565532505512","0.9526517391204834","0.03539377450942993"
"Amtek (AME) Hits Fresh High: Is There Still Room to Run?","0.6681024432182312","0.062050364911556244","0.26984724402427673"
